,demand
2025-01-10 17:00:00,-816.245322527187
2025-01-10 18:00:00,-922.304293570252
2025-01-10 19:00:00,-1044.4399980795258
2025-01-10 20:00:00,-1100.7599873788888
2025-01-10 21:00:00,-1044.4302636170423
2025-01-10 22:00:00,-922.2222387329821
2025-01-10 23:00:00,-815.7102336460828
2025-01-11 00:00:00,-644.4178466637844
2025-01-11 01:00:00,-635.0440133141004
2025-01-11 02:00:00,-606.8302198603254
2025-01-11 03:00:00,-562.9600082189418
2025-01-11 04:00:00,-541.0520977984495
2025-01-11 05:00:00,-571.9554853091468
2025-01-11 06:00:00,-635.9177410485561
2025-01-11 07:00:00,-704.986107165491
2025-01-11 08:00:00,-775.1022056406816
2025-01-11 09:00:00,-836.3280367441128
2025-01-11 10:00:00,-861.8403484283358
2025-01-11 11:00:00,-836.5359348705276
2025-01-11 12:00:00,-777.0829018634515
2025-01-11 13:00:00,-716.4327204088288
2025-01-11 14:00:00,-676.3511403654456
2025-01-11 15:00:00,-660.8677897141959
2025-01-11 16:00:00,-671.2405125265497
2025-01-11 17:00:00,-718.9761194708378
2025-01-11 18:00:00,-812.3964005200721
2025-01-11 19:00:00,-919.9776049121988
2025-01-11 20:00:00,-969.5861309736104
2025-01-11 21:00:00,-919.9690304727892
2025-01-11 22:00:00,-812.3241238811062
2025-01-11 23:00:00,-718.5047953276044
2025-01-12 00:00:00,-645.0398737598662
2025-01-12 01:00:00,-635.6569922772541
2025-01-12 02:00:00,-607.4159653380902
2025-01-12 03:00:00,-563.5034077863736
2025-01-12 04:00:00,-541.5743506611917
2025-01-12 05:00:00,-572.5075677995007
2025-01-12 06:00:00,-636.5315633811607
2025-01-12 07:00:00,-705.6665980353332
2025-01-12 08:00:00,-775.8503763759229
2025-01-12 09:00:00,-837.135305975964
2025-01-12 10:00:00,-862.6722435286874
2025-01-12 11:00:00,-837.3434047769388
2025-01-12 12:00:00,-777.8329844742345
2025-01-12 13:00:00,-717.1242601712995
2025-01-12 14:00:00,-677.003991210516
2025-01-12 15:00:00,-661.5056951885058
2025-01-12 16:00:00,-671.8884303161341
2025-01-12 17:00:00,-719.670114260184
2025-01-12 18:00:00,-813.1805696372043
2025-01-12 19:00:00,-920.8656172492348
2025-01-12 20:00:00,-970.5220281536355
2025-01-12 21:00:00,-920.8570345333105
2025-01-12 22:00:00,-813.108223232902
2025-01-12 23:00:00,-719.1983351692957
2025-01-13 00:00:00,-733.7205100530235
2025-01-13 01:00:00,-723.0476619590589
2025-01-13 02:00:00,-690.9240343615215
2025-01-13 03:00:00,-640.9743406522409
2025-01-13 04:00:00,-616.0304579042107
2025-01-13 05:00:00,-651.2164003235632
2025-01-13 06:00:00,-724.0424698500743
2025-01-13 07:00:00,-802.6822484940176
2025-01-13 08:00:00,-882.5149530078417
2025-01-13 09:00:00,-952.2253874071972
2025-01-13 10:00:00,-981.2731650851271
2025-01-13 11:00:00,-952.4620958102031
2025-01-13 12:00:00,-884.7701317716743
2025-01-13 13:00:00,-815.715119868952
2025-01-13 14:00:00,-770.0790818457752
2025-01-13 15:00:00,-752.4500667649874
2025-01-13 16:00:00,-764.2602292425166
2025-01-13 17:00:00,-818.6109801662838
2025-01-13 18:00:00,-924.9773333261195
2025-01-13 19:00:00,-1047.4670138453073
2025-01-13 20:00:00,-1103.950230803369
2025-01-13 21:00:00,-1047.4572511702204
2025-01-13 22:00:00,-924.8950406759676
2025-01-13 23:00:00,-818.0743404804592
2025-01-14 00:00:00,-734.4547545504585
2025-01-14 01:00:00,-723.7712259863725
2025-01-14 02:00:00,-691.6154518201106
2025-01-14 03:00:00,-641.6157727454871
2025-01-14 04:00:00,-616.6469283010051
2025-01-14 05:00:00,-651.8680817908598
2025-01-14 06:00:00,-724.7670293957224
2025-01-14 07:00:00,-803.4855039790018
2025-01-14 08:00:00,-883.3980982099614
2025-01-14 09:00:00,-953.1782928275065
2025-01-14 10:00:00,-982.2551390276195
2025-01-14 11:00:00,-953.4152381079607
2025-01-14 12:00:00,-885.6555337630963
2025-01-14 13:00:00,-816.5314175327518
2025-01-14 14:00:00,-770.8497108805204
2025-01-14 15:00:00,-753.2030541948698
2025-01-14 16:00:00,-765.0250352691182
2025-01-14 17:00:00,-819.430175758463
2025-01-14 18:00:00,-925.9029712331172
2025-01-14 19:00:00,-1048.5152289089763
2025-01-14 20:00:00,-1105.0549694215533
2025-01-14 21:00:00,-1048.5054564642421
2025-01-14 22:00:00,-925.8205962315459
2025-01-14 23:00:00,-818.8929990497105
2025-01-15 00:00:00,-735.2023724651161
2025-01-15 01:00:00,-724.5079688984564
2025-01-15 02:00:00,-692.3194626507727
2025-01-15 03:00:00,-642.2688877849903
2025-01-15 04:00:00,-617.2746269955268
2025-01-15 05:00:00,-652.5316328849485
2025-01-15 06:00:00,-725.5047859583593
2025-01-15 07:00:00,-804.3033898368041
2025-01-15 08:00:00,-884.2973288840152
2025-01-15 09:00:00,-954.1485543217178
2025-01-15 10:00:00,-983.2549984936411
2025-01-15 11:00:00,-954.3857407940706
2025-01-15 12:00:00,-886.5570623312686
2025-01-15 13:00:00,-817.3625831176246
2025-01-15 14:00:00,-771.6343760348987
2025-01-15 15:00:00,-753.969756422886
2025-01-15 16:00:00,-765.8037713559708
2025-01-15 17:00:00,-820.2642920541404
2025-01-15 18:00:00,-926.845468567691
2025-01-15 19:00:00,-1049.5825360018464
2025-01-15 20:00:00,-1106.1798295803344
2025-01-15 21:00:00,-1049.5727536095226
2025-01-15 22:00:00,-926.7630097147639
2025-01-15 23:00:00,-819.7265685412067
2025-01-16 00:00:00,-735.9631422616739
2025-01-16 01:00:00,-725.257672382485
2025-01-16 02:00:00,-693.0358582399055
2025-01-16 03:00:00,-642.9334922386691
2025-01-16 04:00:00,-617.9133679871057
2025-01-16 05:00:00,-653.2068569813191
2025-01-16 06:00:00,-726.255520924794
2025-01-16 07:00:00,-805.1356637101939
2025-01-16 08:00:00,-885.2123785685475
2025-01-16 09:00:00,-955.135884380411
2025-01-16 10:00:00,-984.2724472032531
2025-01-16 11:00:00,-955.3733162876413
2025-01-16 12:00:00,-887.4744503338194
2025-01-16 13:00:00,-818.2083703312692
2025-01-16 14:00:00,-772.43284479569
2025-01-16 15:00:00,-754.7499462586196
2025-01-16 16:00:00,-766.5962067467656
2025-01-16 17:00:00,-821.1130818866559
2025-01-16 18:00:00,-927.8045460475397
2025-01-16 19:00:00,-1050.6686188577917
2025-01-16 20:00:00,-1107.3244779593713
2025-01-16 21:00:00,-1050.6588263428828
2025-01-16 22:00:00,-927.7220018681678
2025-01-16 23:00:00,-820.5748019503169
2025-01-17 00:00:00,-736.7368385076221
2025-01-17 01:00:00,-726.0201142851369
2025-01-17 02:00:00,-693.764426304034
2025-01-17 03:00:00,-643.6093891698805
2025-01-17 04:00:00,-618.5629620030014
2025-01-17 05:00:00,-653.8935539964997
2025-01-17 06:00:00,-727.0190118360534
2025-01-17 07:00:00,-805.9820789784602
2025-01-17 08:00:00,-886.1429761145886
2025-01-17 09:00:00,-956.1399904363808
2025-01-17 10:00:00,-985.3071836644449
2025-01-17 11:00:00,-956.3776719487404
2025-01-17 12:00:00,-888.4074259288855
2025-01-17 13:00:00,-819.0685285486812
2025-01-17 14:00:00,-773.2448805593682
2025-01-17 15:00:00,-755.5433925149844
2025-01-17 16:00:00,-767.402106625794
2025-01-17 17:00:00,-821.9762937412636
2025-01-17 18:00:00,-928.7799194773078
2025-01-17 19:00:00,-1051.7731556470226
2025-01-17 20:00:00,-1108.488575374645
2025-01-17 21:00:00,-1051.7633528375325
2025-01-17 22:00:00,-928.6972885216857
2025-01-17 23:00:00,-821.437447927176
2025-01-18 00:00:00,-649.0204441072574
2025-01-18 01:00:00,-639.5796604370103
2025-01-18 02:00:00,-611.1643568383917
2025-01-18 03:00:00,-566.9808129002837
2025-01-18 04:00:00,-544.9164305679486
2025-01-18 05:00:00,-576.0405379936632
2025-01-18 06:00:00,-640.4596285589066
2025-01-18 07:00:00,-710.021298650833
2025-01-18 08:00:00,-780.6381842740813
2025-01-18 09:00:00,-842.3013059571728
2025-01-18 10:00:00,-867.9958331109749
2025-01-18 11:00:00,-842.5106889452966
2025-01-18 12:00:00,-782.6330271369828
2025-01-18 13:00:00,-721.5496665400467
2025-01-18 14:00:00,-681.1818135779462
2025-01-18 15:00:00,-665.5878768675226
2025-01-18 16:00:00,-676.0346843250258
2025-01-18 17:00:00,-724.111231210102
2025-01-18 18:00:00,-818.198743852862
2025-01-18 19:00:00,-926.5483207828761
2025-01-18 20:00:00,-976.5111636534925
2025-01-18 21:00:00,-926.5396851026221
2025-01-18 22:00:00,-818.1259509956137
2025-01-18 23:00:00,-723.6365407490241
2025-01-19 00:00:00,-649.723438789619
2025-01-19 01:00:00,-640.2724292154301
2025-01-19 02:00:00,-611.8263472222188
2025-01-19 03:00:00,-567.5949453210552
2025-01-19 04:00:00,-545.5066636746229
2025-01-19 05:00:00,-576.6644835699713
2025-01-19 06:00:00,-641.1533504858998
2025-01-19 07:00:00,-710.7903671784069
2025-01-19 08:00:00,-781.4837423722515
2025-01-19 09:00:00,-843.2136552435629
2025-01-19 10:00:00,-868.9360137486252
2025-01-19 11:00:00,-843.4232650275121
2025-01-19 12:00:00,-783.4807459743679
2025-01-19 13:00:00,-722.3312221647468
2025-01-19 14:00:00,-681.9196442534118
2025-01-19 15:00:00,-666.3088167737003
2025-01-19 16:00:00,-676.7669398225025
2025-01-19 17:00:00,-724.8955614258923
2025-01-19 18:00:00,-819.0849861450203
2025-01-19 19:00:00,-927.5519232862721
2025-01-19 20:00:00,-977.5688840404971
2025-01-19 21:00:00,-927.543278252172
2025-01-19 22:00:00,-819.0121144412706
2025-01-19 23:00:00,-724.4203567978523
2025-01-20 00:00:00,-739.1331745696539
2025-01-20 01:00:00,-728.3815927543633
2025-01-20 02:00:00,-696.0209887920382
2025-01-20 03:00:00,-645.7028156262719
2025-01-20 04:00:00,-620.5749215725641
2025-01-20 05:00:00,-656.0204310878447
2025-01-20 06:00:00,-729.3837393544633
2025-01-20 07:00:00,-808.6036445365495
2025-01-20 08:00:00,-889.0252758161765
2025-01-20 09:00:00,-959.2499648800024
2025-01-20 10:00:00,-988.5120283430098
2025-01-20 11:00:00,-959.4884194835794
2025-01-20 12:00:00,-891.2970910593037
2025-01-20 13:00:00,-821.7326595512957
2025-01-20 14:00:00,-775.7599639585087
2025-01-20 15:00:00,-758.0008994337111
2025-01-20 16:00:00,-769.898185613661
2025-01-20 17:00:00,-824.6498826428545
2025-01-20 18:00:00,-931.8009015952141
2025-01-20 19:00:00,-1055.1941898755526
2025-01-20 20:00:00,-1112.0940841651395
2025-01-20 21:00:00,-1055.1843551811012
2025-01-20 22:00:00,-931.7180018712497
2025-01-20 23:00:00,-824.1092841599869
2025-01-21 00:00:00,-739.9562467060523
2025-01-21 01:00:00,-729.1926923156985
2025-01-21 02:00:00,-696.7960527479441
2025-01-21 03:00:00,-646.421847073136
2025-01-21 04:00:00,-621.2659714997867
2025-01-21 05:00:00,-656.750951860439
2025-01-21 06:00:00,-730.195954870232
2025-01-21 07:00:00,-809.5040764913132
2025-01-21 08:00:00,-890.0152624089233
2025-01-21 09:00:00,-960.3181511623915
2025-01-21 10:00:00,-989.6127998074998
2025-01-21 11:00:00,-960.5568713004441
2025-01-21 12:00:00,-892.289607463849
2025-01-21 13:00:00,-822.6477115052811
2025-01-21 14:00:00,-776.623822371087
2025-01-21 15:00:00,-758.8449819903522
2025-01-21 16:00:00,-770.7555165605658
2025-01-21 17:00:00,-825.5681831116204
2025-01-21 18:00:00,-932.8385215873362
2025-01-21 19:00:00,-1056.3692161983556
2025-01-21 20:00:00,-1113.3324721650597
2025-01-21 21:00:00,-1056.359370552342
2025-01-21 22:00:00,-932.7555295492189
2025-01-21 23:00:00,-825.026982637713
2025-01-22 00:00:00,-740.7910620488162
2025-01-22 01:00:00,-730.0153642643259
2025-01-22 02:00:00,-697.582174952062
2025-01-22 03:00:00,-647.1511373227105
2025-01-22 04:00:00,-621.9668810025498
2025-01-22 05:00:00,-657.4918953600427
2025-01-22 06:00:00,-731.0197586952061
2025-01-22 07:00:00,-810.4173553859686
2025-01-22 08:00:00,-891.0193736650424
2025-01-22 09:00:00,-961.4015778245677
2025-01-22 10:00:00,-990.7292765618381
2025-01-22 11:00:00,-961.6405672856171
2025-01-22 12:00:00,-893.2962846259321
2025-01-22 13:00:00,-823.5758189904351
2025-01-22 14:00:00,-777.5000059094483
2025-01-22 15:00:00,-759.7011075201589
2025-01-22 16:00:00,-771.625079502441
2025-01-22 17:00:00,-826.4995854598368
2025-01-22 18:00:00,-933.890945853783
2025-01-22 19:00:00,-1057.561007244423
2025-01-22 20:00:00,-1114.588528902871
2025-01-22 21:00:00,-1057.5511504905953
2025-01-22 22:00:00,-933.8078601844177
2025-01-22 23:00:00,-825.9577744059643
2025-01-23 00:00:00,-741.6373732241426
2025-01-23 01:00:00,-730.8493648247917
2025-01-23 02:00:00,-698.3791224594167
2025-01-23 03:00:00,-647.890470270555
2025-01-23 04:00:00,-622.6774423862408
2025-01-23 05:00:00,-658.2430420291058
2025-01-23 06:00:00,-731.8549067185328
2025-01-23 07:00:00,-811.3432105962686
2025-01-23 08:00:00,-892.0373120446975
2025-01-23 09:00:00,-962.4999238238282
2025-01-23 10:00:00,-991.8611277698675
2025-01-23 11:00:00,-962.7391863165893
2025-01-23 12:00:00,-894.3168242453838
2025-01-23 13:00:00,-824.5167069884793
2025-01-23 14:00:00,-778.3882549415003
2025-01-23 15:00:00,-760.56902233466
2025-01-23 16:00:00,-772.5066167690205
2025-01-23 17:00:00,-827.4438136928865
2025-01-23 18:00:00,-934.9578625385311
2025-01-23 19:00:00,-1058.769209860347
2025-01-23 20:00:00,-1115.861882181854
2025-01-23 21:00:00,-1058.759341845745
2025-01-23 22:00:00,-934.874681948568
2025-01-23 23:00:00,-826.9013836510518
2025-01-24 00:00:00,-742.4949294517655
2025-01-24 01:00:00,-731.6944468647313
2025-01-24 02:00:00,-699.1866591172623
2025-01-24 03:00:00,-648.639626836361
2025-01-24 04:00:00,-623.3974450961867
2025-01-24 05:00:00,-659.0041692866597
2025-01-24 06:00:00,-732.7011514678289
2025-01-24 07:00:00,-812.2813677713332
2025-01-24 08:00:00,-893.0687759107785
2025-01-24 09:00:00,-963.6128636965498
2025-01-24 10:00:00,-993.0080180396476
2025-01-24 11:00:00,-963.8524028488322
2025-01-24 12:00:00,-895.3509239142899
2025-01-24 13:00:00,-825.4700966939942
2025-01-24 14:00:00,-779.2883062598846
2025-01-24 15:00:00,-761.4484692519648
2025-01-24 16:00:00,-773.3998671417871
2025-01-24 17:00:00,-828.400588015566
2025-01-24 18:00:00,-936.0389554911411
2025-01-24 19:00:00,-1059.9934660296171
2025-01-24 20:00:00,-1117.152154679951
2025-01-24 21:00:00,-1059.9835866046174
2025-01-24 22:00:00,-935.9556787193571
2025-01-24 23:00:00,-827.8575307611917
2025-01-25 00:00:00,-654.1598594249547
2025-01-25 01:00:00,-644.6443167719258
2025-01-25 02:00:00,-616.0040001588519
2025-01-25 03:00:00,-571.4705788254055
2025-01-25 04:00:00,-549.2314746864399
2025-01-25 05:00:00,-580.6020454029583
2025-01-25 06:00:00,-645.5312531206106
2025-01-25 07:00:00,-715.6437630451508
2025-01-25 08:00:00,-786.8198444640867
2025-01-25 09:00:00,-848.9712595360733
2025-01-25 10:00:00,-874.8692546200986
2025-01-25 11:00:00,-849.1823005707904
2025-01-25 12:00:00,-788.8304839418086
2025-01-25 13:00:00,-727.2634209253898
2025-01-25 14:00:00,-686.5759059807746
2025-01-25 15:00:00,-670.858485152215
2025-01-25 16:00:00,-681.388018019612
2025-01-25 17:00:00,-729.8452699251949
2025-01-25 18:00:00,-824.6778358371865
2025-01-25 19:00:00,-933.8854034212638
2025-01-25 20:00:00,-984.2438883741852
2025-01-25 21:00:00,-933.8766993574209
2025-01-25 22:00:00,-824.6044665532186
2025-01-25 23:00:00,-729.3668205202362
2025-01-26 00:00:00,-654.9336264744909
2025-01-26 01:00:00,-645.4068284482419
2025-01-26 02:00:00,-616.7326348967345
2025-01-26 03:00:00,-572.1465376102553
2025-01-26 04:00:00,-549.8811281489042
2025-01-26 05:00:00,-581.2888052601298
2025-01-26 06:00:00,-646.2948139015326
2025-01-26 07:00:00,-716.4902557717714
2025-01-26 08:00:00,-787.7505271722899
2025-01-26 09:00:00,-849.97545748122
2025-01-26 10:00:00,-875.9040857735605
2025-01-26 11:00:00,-850.1867481439087
2025-01-26 12:00:00,-789.7635449166602
2025-01-26 13:00:00,-728.1236578588204
2025-01-26 14:00:00,-687.388016056621
2025-01-26 15:00:00,-671.6520040195585
2025-01-26 16:00:00,-682.1939916492928
2025-01-26 17:00:00,-730.7085607752699
2025-01-26 18:00:00,-825.6532985267106
2025-01-26 19:00:00,-934.9900412904313
2025-01-26 20:00:00,-985.4080923199924
2025-01-26 21:00:00,-934.9813269310656
2025-01-26 22:00:00,-825.5798424585518
2025-01-26 23:00:00,-730.229545440777
2025-01-27 00:00:00,-745.1325111162339
2025-01-27 01:00:00,-734.2936617286884
2025-01-27 02:00:00,-701.6703958257275
2025-01-27 03:00:00,-650.9438041697396
2025-01-27 04:00:00,-625.6119540519264
2025-01-27 05:00:00,-661.3451648204637
2025-01-27 06:00:00,-735.3039424714975
2025-01-27 07:00:00,-815.1668533915581
2025-01-27 08:00:00,-896.2412444826389
2025-01-27 09:00:00,-967.0359276396377
2025-01-27 10:00:00,-996.5355030596268
2025-01-27 11:00:00,-967.2763177123117
2025-01-27 12:00:00,-898.5314994125292
