,demand
2025-01-07 10:00:00,-15612.365289414842
2025-01-07 11:00:00,-15153.972097892347
2025-01-07 12:00:00,-14076.971617974235
2025-01-07 13:00:00,-12978.284616993567
2025-01-07 14:00:00,-12252.20087056028
2025-01-07 15:00:00,-11971.717685116208
2025-01-07 16:00:00,-12159.621091921925
2025-01-07 17:00:00,-13024.358666909255
2025-01-07 18:00:00,-14716.680865376995
2025-01-07 19:00:00,-16665.530283146796
2025-01-07 20:00:00,-17564.196064753116
2025-01-07 21:00:00,-16665.37495590961
2025-01-07 22:00:00,-14715.371563379837
2025-01-07 23:00:00,-13015.82056039417
2025-01-08 00:00:00,-11684.117785366612
2025-01-08 01:00:00,-11514.15822647927
2025-01-08 02:00:00,-11002.606152630668
2025-01-08 03:00:00,-10207.183240710097
2025-01-08 04:00:00,-9809.964872054577
2025-01-08 05:00:00,-10370.28271786092
2025-01-08 06:00:00,-11530.000025111283
2025-01-08 07:00:00,-12782.297628492423
2025-01-08 08:00:00,-14053.591956350972
2025-01-08 09:00:00,-15163.694393493259
2025-01-08 10:00:00,-15626.26515598639
2025-01-08 11:00:00,-15167.463851786453
2025-01-08 12:00:00,-14089.504506078896
2025-01-08 13:00:00,-12989.839331552166
2025-01-08 14:00:00,-12263.10914449261
2025-01-08 15:00:00,-11982.376241675098
2025-01-08 16:00:00,-12170.44694102327
2025-01-08 17:00:00,-13035.95440171907
2025-01-08 18:00:00,-14729.783293908018
2025-01-08 19:00:00,-16680.367794503058
2025-01-08 20:00:00,-17579.833668486488
2025-01-08 21:00:00,-16680.212328976264
2025-01-08 22:00:00,-14728.472826224386
2025-01-08 23:00:00,-13027.40869363054
2025-01-09 00:00:00,-11694.74491035714
2025-01-09 01:00:00,-11524.63076714355
2025-01-09 02:00:00,-11012.613418301335
2025-01-09 03:00:00,-10216.467040659129
2025-01-09 04:00:00,-9818.88738762341
2025-01-09 05:00:00,-10379.714862645344
2025-01-09 06:00:00,-11540.48697446069
2025-01-09 07:00:00,-12793.923587512987
2025-01-09 08:00:00,-14066.374203246247
2025-01-09 09:00:00,-15177.486318446261
2025-01-09 10:00:00,-15640.4778056702
2025-01-09 11:00:00,-15181.259205197226
2025-01-09 12:00:00,-14102.319416728651
2025-01-09 13:00:00,-13001.6540572096
2025-01-09 14:00:00,-12274.262882930117
2025-01-09 15:00:00,-11993.274643449455
2025-01-09 16:00:00,-12181.516399856939
2025-01-09 17:00:00,-13047.811070689953
2025-01-09 18:00:00,-14743.180561123503
2025-01-09 19:00:00,-16695.539188415412
2025-01-09 20:00:00,-17595.823158933228
2025-01-09 21:00:00,-16695.383581487135
2025-01-09 22:00:00,-14741.868901522419
2025-01-09 23:00:00,-13039.25758997283
2025-01-10 00:00:00,-11705.602761426708
2025-01-10 01:00:00,-11535.3306776983
2025-01-10 02:00:00,-11022.837952252197
2025-01-10 03:00:00,-10225.952401685377
2025-01-10 04:00:00,-9828.003620404963
2025-01-10 05:00:00,-10389.351789229639
2025-01-10 06:00:00,-11551.201606528295
2025-01-10 07:00:00,-12805.801958351638
2025-01-10 08:00:00,-14079.4339661875
2025-01-10 09:00:00,-15191.577680619554
2025-01-10 10:00:00,-15654.999026951435
2025-01-10 11:00:00,-15195.35407026372
2025-01-10 12:00:00,-14115.412552588907
2025-01-10 13:00:00,-13013.725293007674
2025-01-10 14:00:00,-12285.658780779379
2025-01-10 15:00:00,-12004.409661007614
2025-01-10 16:00:00,-12192.826188303376
2025-01-10 17:00:00,-13059.925160434992
2025-01-10 18:00:00,-14756.86869712403
2025-01-10 19:00:00,-16711.039969272413
2025-01-10 20:00:00,-17612.15979806222
2025-01-10 21:00:00,-16710.88421787268
2025-01-10 22:00:00,-14755.555819727713
2025-01-10 23:00:00,-13051.363738337324
2025-01-11 00:00:00,-10310.68554662055
2025-01-11 01:00:00,-10160.704213025605
2025-01-11 02:00:00,-9709.283517765207
2025-01-11 03:00:00,-9007.360131503068
2025-01-11 04:00:00,-8656.833564775194
2025-01-11 05:00:00,-9151.287764946346
2025-01-11 06:00:00,-10174.683856776895
2025-01-11 07:00:00,-11279.777714647857
2025-01-11 08:00:00,-12401.635290250906
2025-01-11 09:00:00,-13381.248587905806
2025-01-11 10:00:00,-13789.445574853373
2025-01-11 11:00:00,-13384.574957928442
2025-01-11 12:00:00,-12433.326429815224
2025-01-11 13:00:00,-11462.923526541259
2025-01-11 14:00:00,-10821.61824584713
2025-01-11 15:00:00,-10573.884635427135
2025-01-11 16:00:00,-10739.848200424796
2025-01-11 17:00:00,-11503.617911533405
2025-01-11 18:00:00,-12998.342408321156
2025-01-11 19:00:00,-14719.641678595182
2025-01-11 20:00:00,-15513.378095577767
2025-01-11 21:00:00,-14719.504487564627
2025-01-11 22:00:00,-12997.185982097699
2025-01-11 23:00:00,-11496.076725241672
2025-01-12 00:00:00,-10320.637980157859
2025-01-12 01:00:00,-10170.511876436065
2025-01-12 02:00:00,-9718.655445409444
2025-01-12 03:00:00,-9016.054524581978
2025-01-12 04:00:00,-8665.189610579067
2025-01-12 05:00:00,-9160.121084792014
2025-01-12 06:00:00,-10184.50501409857
2025-01-12 07:00:00,-11290.66556856533
2025-01-12 08:00:00,-12413.606022014766
2025-01-12 09:00:00,-13394.164895615424
2025-01-12 10:00:00,-13802.755896458999
2025-01-12 11:00:00,-13397.49447643102
2025-01-12 12:00:00,-12445.32775158775
2025-01-12 13:00:00,-11473.98816274079
2025-01-12 14:00:00,-10832.063859368258
2025-01-12 15:00:00,-10584.091123016093
2025-01-12 16:00:00,-10750.214885058147
2025-01-12 17:00:00,-11514.721828162947
2025-01-12 18:00:00,-13010.889114195268
2025-01-12 19:00:00,-14733.849875987757
2025-01-12 20:00:00,-15528.352450458167
2025-01-12 21:00:00,-14733.71255253297
2025-01-12 22:00:00,-13009.731571726432
2025-01-12 23:00:00,-11507.173362708732
2025-01-13 00:00:00,-11739.528160848375
2025-01-13 01:00:00,-11568.762591344943
2025-01-13 02:00:00,-11054.784549784346
2025-01-13 03:00:00,-10255.589450435855
2025-01-13 04:00:00,-9856.487326467373
2025-01-13 05:00:00,-10419.462405177012
2025-01-13 06:00:00,-11584.67951760119
2025-01-13 07:00:00,-12842.915975904283
2025-01-13 08:00:00,-14120.239248125466
2025-01-13 09:00:00,-15235.606198515155
2025-01-13 10:00:00,-15700.370641362033
2025-01-13 11:00:00,-15239.39353296325
2025-01-13 12:00:00,-14156.322108346789
2025-01-13 13:00:00,-13051.441917903232
2025-01-13 14:00:00,-12321.265309532404
2025-01-13 15:00:00,-12039.201068239798
2025-01-13 16:00:00,-12228.163667880268
2025-01-13 17:00:00,-13097.775682660542
2025-01-13 18:00:00,-14799.637333217912
2025-01-13 19:00:00,-16759.472221524917
2025-01-13 20:00:00,-17663.203692853906
2025-01-13 21:00:00,-16759.316018723526
2025-01-13 22:00:00,-14798.320650815484
2025-01-13 23:00:00,-13089.189447687346
2025-01-14 00:00:00,-11751.276072807334
2025-01-14 01:00:00,-11580.33961578196
2025-01-14 02:00:00,-11065.84722912177
2025-01-14 03:00:00,-10265.852363927792
2025-01-14 04:00:00,-9866.350852816082
2025-01-14 05:00:00,-10429.889308653757
2025-01-14 06:00:00,-11596.272470331558
2025-01-14 07:00:00,-12855.768063664029
2025-01-14 08:00:00,-14134.36957135938
2025-01-14 09:00:00,-15250.852685240105
2025-01-14 10:00:00,-15716.08222444191
2025-01-14 11:00:00,-15254.643809727371
2025-01-14 12:00:00,-14170.488540209539
2025-01-14 13:00:00,-13064.502680524029
2025-01-14 14:00:00,-12333.595374088329
2025-01-14 15:00:00,-12051.248867117916
2025-01-14 16:00:00,-12240.400564305892
2025-01-14 17:00:00,-13110.882812135409
2025-01-14 18:00:00,-14814.447539729876
2025-01-14 19:00:00,-16776.24366254362
2025-01-14 20:00:00,-17680.87951074485
2025-01-14 21:00:00,-16776.087303427877
2025-01-14 22:00:00,-14813.129539704736
2025-01-14 23:00:00,-13102.28798479537
2025-01-15 00:00:00,-11763.237959441858
2025-01-15 01:00:00,-11592.127502375304
2025-01-15 02:00:00,-11077.111402412364
2025-01-15 03:00:00,-10276.302204559845
2025-01-15 04:00:00,-9876.394031928428
2025-01-15 05:00:00,-10440.506126159176
2025-01-15 06:00:00,-11608.076575333751
2025-01-15 07:00:00,-12868.854237388865
2025-01-15 08:00:00,-14148.757262144243
2025-01-15 09:00:00,-15266.376869147485
2025-01-15 10:00:00,-15732.079975898258
2025-01-15 11:00:00,-15270.17185270513
2025-01-15 12:00:00,-14184.912997300296
2025-01-15 13:00:00,-13077.801329881991
2025-01-15 14:00:00,-12346.15001655838
2025-01-15 15:00:00,-12063.516102766176
2025-01-15 16:00:00,-12252.860341695532
2025-01-15 17:00:00,-13124.228672866248
2025-01-15 18:00:00,-14829.527497083058
2025-01-15 19:00:00,-16793.320576029546
2025-01-15 20:00:00,-17698.87727328535
2025-01-15 21:00:00,-16793.16405775236
2025-01-15 22:00:00,-14828.208155436221
2025-01-15 23:00:00,-13115.625096659305
2025-01-16 00:00:00,-11775.410276186783
2025-01-16 01:00:00,-11604.122758119762
2025-01-16 02:00:00,-11088.573731838487
2025-01-16 03:00:00,-10286.935875818706
2025-01-16 04:00:00,-9886.613887793694
2025-01-16 05:00:00,-10451.309711701108
2025-01-16 06:00:00,-11620.088334796705
2025-01-16 07:00:00,-12882.170619363102
2025-01-16 08:00:00,-14163.39805709676
2025-01-16 09:00:00,-15282.174150086576
2025-01-16 10:00:00,-15748.35915525205
2025-01-16 11:00:00,-15285.973060602259
2025-01-16 12:00:00,-14199.591205341112
2025-01-16 13:00:00,-13091.333925300307
2025-01-16 14:00:00,-12358.92551673104
2025-01-16 15:00:00,-12075.999140137914
2025-01-16 16:00:00,-12265.539307948247
2025-01-16 17:00:00,-13137.809310186494
2025-01-16 18:00:00,-14844.872736760637
2025-01-16 19:00:00,-16810.697901724667
2025-01-16 20:00:00,-17717.19164734994
2025-01-16 21:00:00,-16810.541221486124
2025-01-16 22:00:00,-14843.552029890685
2025-01-16 23:00:00,-13129.19683120507
2025-01-17 00:00:00,-11787.789416121954
2025-01-17 01:00:00,-11616.32182856219
2025-01-17 02:00:00,-11100.230820864543
2025-01-17 03:00:00,-10297.750226718088
2025-01-17 04:00:00,-9897.007392048023
2025-01-17 05:00:00,-10462.296863943997
2025-01-17 06:00:00,-11632.304189376855
2025-01-17 07:00:00,-12895.713263655363
2025-01-17 08:00:00,-14178.287617833417
2025-01-17 09:00:00,-15298.239846982095
2025-01-17 10:00:00,-15764.91493863112
2025-01-17 11:00:00,-15302.042751179846
2025-01-17 12:00:00,-14214.518814862167
2025-01-17 13:00:00,-13105.096456778898
2025-01-17 14:00:00,-12371.918088949893
2025-01-17 15:00:00,-12088.694280239752
2025-01-17 16:00:00,-12278.433706012704
2025-01-17 17:00:00,-13151.620699860216
2025-01-17 18:00:00,-14860.478711636926
2025-01-17 19:00:00,-16828.37049035236
2025-01-17 20:00:00,-17735.817205994324
2025-01-17 21:00:00,-16828.213645400523
2025-01-17 22:00:00,-14859.156616346969
2025-01-17 23:00:00,-13142.999166834816
2025-01-18 00:00:00,-10384.32710571612
2025-01-18 01:00:00,-10233.274566992164
2025-01-18 02:00:00,-9778.629709414268
2025-01-18 03:00:00,-9071.69300640454
2025-01-18 04:00:00,-8718.662889087176
2025-01-18 05:00:00,-9216.648607898613
2025-01-18 06:00:00,-10247.354056942506
2025-01-18 07:00:00,-11360.340778413329
2025-01-18 08:00:00,-12490.2109483853
2025-01-18 09:00:00,-13476.820895314764
2025-01-18 10:00:00,-13887.933329775598
2025-01-18 11:00:00,-13480.171023124747
2025-01-18 12:00:00,-12522.128434191725
2025-01-18 13:00:00,-11544.794664640747
2025-01-18 14:00:00,-10898.909017247137
2025-01-18 15:00:00,-10649.406029880362
2025-01-18 16:00:00,-10816.554949200414
2025-01-18 17:00:00,-11585.779699361634
2025-01-18 18:00:00,-13091.179901645792
2025-01-18 19:00:00,-14824.773132526017
2025-01-18 20:00:00,-15624.17861845588
2025-01-18 21:00:00,-14824.634961641954
2025-01-18 22:00:00,-13090.015215929821
2025-01-18 23:00:00,-11578.184651984386
2025-01-19 00:00:00,-10395.575020633902
2025-01-19 01:00:00,-10244.358867446881
2025-01-19 02:00:00,-9789.221555555501
2025-01-19 03:00:00,-9081.519125136883
2025-01-19 04:00:00,-8728.106618793967
2025-01-19 05:00:00,-9226.63173711954
2025-01-19 06:00:00,-10258.453607774396
2025-01-19 07:00:00,-11372.645874854512
2025-01-19 08:00:00,-12503.739877956023
2025-01-19 09:00:00,-13491.418483897007
2025-01-19 10:00:00,-13902.976219978003
2025-01-19 11:00:00,-13494.772240440194
2025-01-19 12:00:00,-12535.691935589886
2025-01-19 13:00:00,-11557.299554635949
2025-01-19 14:00:00,-10910.714308054588
2025-01-19 15:00:00,-10660.941068379205
2025-01-19 16:00:00,-10828.271037160042
2025-01-19 17:00:00,-11598.328982814277
2025-01-19 18:00:00,-13105.359778320324
2025-01-19 19:00:00,-14840.830772580352
2025-01-19 20:00:00,-15641.102144647954
2025-01-19 21:00:00,-14840.692452034751
2025-01-19 22:00:00,-13104.19383106033
2025-01-19 23:00:00,-11590.725708765638
2025-01-20 00:00:00,-11826.13079311446
2025-01-20 01:00:00,-11654.105484069813
2025-01-20 02:00:00,-11136.335820672612
2025-01-20 03:00:00,-10331.245050020352
2025-01-20 04:00:00,-9929.198745161028
2025-01-20 05:00:00,-10496.326897405515
2025-01-20 06:00:00,-11670.139829671412
2025-01-20 07:00:00,-12937.658312584794
2025-01-20 08:00:00,-14224.404413058825
2025-01-20 09:00:00,-15347.999438080036
2025-01-20 10:00:00,-15816.192453488158
2025-01-20 11:00:00,-15351.81471173727
2025-01-20 12:00:00,-14260.75345694886
2025-01-20 13:00:00,-13147.722552820731
2025-01-20 14:00:00,-12412.15942333614
2025-01-20 15:00:00,-12128.014390939376
2025-01-20 16:00:00,-12318.370969818578
2025-01-20 17:00:00,-13194.398122285673
2025-01-20 18:00:00,-14908.814425523427
2025-01-20 19:00:00,-16883.107038008846
2025-01-20 20:00:00,-17793.505346642232
2025-01-20 21:00:00,-16882.94968289762
2025-01-20 22:00:00,-14907.488029939994
2025-01-20 23:00:00,-13185.74854655979
2025-01-21 00:00:00,-11839.299947296839
2025-01-21 01:00:00,-11667.083077051177
2025-01-21 02:00:00,-11148.736843967106
2025-01-21 03:00:00,-10342.749553170177
2025-01-21 04:00:00,-9940.255543996587
2025-01-21 05:00:00,-10508.015229767025
2025-01-21 06:00:00,-11683.135277923713
2025-01-21 07:00:00,-12952.065223861013
2025-01-21 08:00:00,-14240.244198542774
2025-01-21 09:00:00,-15365.090418598265
2025-01-21 10:00:00,-15833.804796919996
2025-01-21 11:00:00,-15368.909940807105
2025-01-21 12:00:00,-14276.633719421583
2025-01-21 13:00:00,-13162.363384084498
2025-01-21 14:00:00,-12425.981157937395
2025-01-21 15:00:00,-12141.519711845634
2025-01-21 16:00:00,-12332.088264969052
2025-01-21 17:00:00,-13209.090929785929
2025-01-21 18:00:00,-14925.41634539738
2025-01-21 19:00:00,-16901.90745917369
2025-01-21 20:00:00,-17813.31955464096
2025-01-21 21:00:00,-16901.74992883747
2025-01-21 22:00:00,-14924.088472787502
2025-01-21 23:00:00,-13200.43172220341
2025-01-22 00:00:00,-11852.65699278106
2025-01-22 01:00:00,-11680.245828229214
2025-01-22 02:00:00,-11161.314799232992
2025-01-22 03:00:00,-10354.41819716337
2025-01-22 04:00:00,-9951.470096040799
2025-01-22 05:00:00,-10519.870325760683
2025-01-22 06:00:00,-11696.316139123297
2025-01-22 07:00:00,-12966.677686175497
2025-01-22 08:00:00,-14256.309978640676
2025-01-22 09:00:00,-15382.425245193082
2025-01-22 10:00:00,-15851.668424989408
2025-01-22 11:00:00,-15386.249076569873
2025-01-22 12:00:00,-14292.740554014914
2025-01-22 13:00:00,-13177.213103846963
2025-01-22 14:00:00,-12440.000094551175
2025-01-22 15:00:00,-12155.217720322542
2025-01-22 16:00:00,-12346.001272039057
2025-01-22 17:00:00,-13223.993367357389
2025-01-22 18:00:00,-14942.255133660528
2025-01-22 19:00:00,-16920.97611591077
2025-01-22 20:00:00,-17833.41646244594
2025-01-22 21:00:00,-16920.818407849525
2025-01-22 22:00:00,-14940.925762950685
2025-01-22 23:00:00,-13215.32439049543
2025-01-23 00:00:00,-11866.197971586284
2025-01-23 01:00:00,-11693.589837196667
2025-01-23 02:00:00,-11174.065959350666
2025-01-23 03:00:00,-10366.24752432888
2025-01-23 04:00:00,-9962.839078179853
2025-01-23 05:00:00,-10531.888672465693
2025-01-23 06:00:00,-11709.678507496525
2025-01-23 07:00:00,-12981.491369540297
2025-01-23 08:00:00,-14272.596992715162
2025-01-23 09:00:00,-15399.998781181252
2025-01-23 10:00:00,-15869.778044317882
2025-01-23 11:00:00,-15403.82698106543
2025-01-23 12:00:00,-14309.069187926141
2025-01-23 13:00:00,-13192.267311815669
2025-01-23 14:00:00,-12454.212079064006
2025-01-23 15:00:00,-12169.104357354561
2025-01-23 16:00:00,-12360.105868304328
2025-01-23 17:00:00,-13239.101019086183
2025-01-23 18:00:00,-14959.325800616498
2025-01-23 19:00:00,-16940.307357765552
2025-01-23 20:00:00,-17853.790114909665
2025-01-23 21:00:00,-16940.149469531916
2025-01-23 22:00:00,-14957.994911177087
2025-01-23 23:00:00,-13230.422138416829
2025-01-24 00:00:00,-11879.918871228248
2025-01-24 01:00:00,-11707.111149835699
2025-01-24 02:00:00,-11186.986545876198
2025-01-24 03:00:00,-10378.234029381776
2025-01-24 04:00:00,-9974.359121538988
2025-01-24 05:00:00,-10544.066708586555
2025-01-24 06:00:00,-11723.218423485263
2025-01-24 07:00:00,-12996.50188434133
2025-01-24 08:00:00,-14289.100414572455
2025-01-24 09:00:00,-15417.805819144794
2025-01-24 10:00:00,-15888.128288634362
2025-01-24 11:00:00,-15421.638445581317
2025-01-24 12:00:00,-14325.614782628638
2025-01-24 13:00:00,-13207.521547103906
2025-01-24 14:00:00,-12468.612900158154
2025-01-24 15:00:00,-12183.175508031438
2025-01-24 16:00:00,-12374.397874268594
2025-01-24 17:00:00,-13254.409408249056
2025-01-24 18:00:00,-14976.623287858258
2025-01-24 19:00:00,-16959.895456473878
2025-01-24 20:00:00,-17874.434474879214
2025-01-24 21:00:00,-16959.737385673878
2025-01-24 22:00:00,-14975.290859509716
2025-01-24 23:00:00,-13245.720492179069
2025-01-25 00:00:00,-10466.557750799277
2025-01-25 01:00:00,-10314.309068350813
2025-01-25 02:00:00,-9856.06400254163
2025-01-25 03:00:00,-9143.529261206486
2025-01-25 04:00:00,-8787.70359498304
2025-01-25 05:00:00,-9289.632726447331
2025-01-25 06:00:00,-10328.500049929768
2025-01-25 07:00:00,-11450.300208722412
2025-01-25 08:00:00,-12589.117511425387
2025-01-25 09:00:00,-13583.54015257717
2025-01-25 10:00:00,-13997.908073921577
2025-01-25 11:00:00,-13586.916809132645
2025-01-25 12:00:00,-12621.287743068939
2025-01-25 13:00:00,-11636.214734806237
2025-01-25 14:00:00,-10985.214495692391
2025-01-25 15:00:00,-10733.735762435443
2025-01-25 16:00:00,-10902.208288313792
2025-01-25 17:00:00,-11677.524318803118
2025-01-25 18:00:00,-13194.845373394985
2025-01-25 19:00:00,-14942.166454740222
2025-01-25 20:00:00,-15747.902213986963
2025-01-25 21:00:00,-14942.027189718736
2025-01-25 22:00:00,-13193.671464851497
2025-01-25 23:00:00,-11669.869128323779
2025-01-26 00:00:00,-10478.938023591856
2025-01-26 01:00:00,-10326.50925517187
2025-01-26 02:00:00,-9867.722158347751
2025-01-26 03:00:00,-9154.344601764085
2025-01-26 04:00:00,-8798.098050382469
2025-01-26 05:00:00,-9300.620884162077
2025-01-26 06:00:00,-10340.717022424522
2025-01-26 07:00:00,-11463.844092348345
2025-01-26 08:00:00,-12604.008434756639
2025-01-26 09:00:00,-13599.60731969952
2025-01-26 10:00:00,-14014.46537237697
2025-01-26 11:00:00,-13602.987970302542
2025-01-26 12:00:00,-12636.216718666563
2025-01-26 13:00:00,-11649.978525741126
2025-01-26 14:00:00,-10998.208256905938
2025-01-26 15:00:00,-10746.432064312938
2025-01-26 16:00:00,-10915.103866388685
2025-01-26 17:00:00,-11691.336972404319
2025-01-26 18:00:00,-13210.45277642737
2025-01-26 19:00:00,-14959.840660646902
2025-01-26 20:00:00,-15766.52947711988
2025-01-26 21:00:00,-14959.701230897048
2025-01-26 22:00:00,-13209.277479336828
2025-01-26 23:00:00,-11683.672727052433
2025-01-27 00:00:00,-11922.120177859744
2025-01-27 01:00:00,-11748.698587659013
2025-01-27 02:00:00,-11226.72633321164
2025-01-27 03:00:00,-10415.100866715835
2025-01-27 04:00:00,-10009.791264830823
2025-01-27 05:00:00,-10581.52263712742
2025-01-27 06:00:00,-11764.86307954396
2025-01-27 07:00:00,-13042.66965426493
2025-01-27 08:00:00,-14339.859911722224
2025-01-27 09:00:00,-15472.574842234204
2025-01-27 10:00:00,-15944.568048954028
2025-01-27 11:00:00,-15476.421083396986
