,demand
2025-01-16 04:00:00,-8853.58955097217
2025-01-16 05:00:00,-9359.281904569283
2025-01-16 06:00:00,-10405.938153339615
2025-01-16 07:00:00,-11536.149027752324
2025-01-16 08:00:00,-12683.50463239898
2025-01-16 09:00:00,-13685.382974082915
2025-01-16 10:00:00,-14102.857625909744
2025-01-16 11:00:00,-13688.784947177895
2025-01-16 12:00:00,-12715.916060897125
2025-01-16 13:00:00,-11723.457451132626
2025-01-16 14:00:00,-11067.576326740897
2025-01-16 15:00:00,-10814.21212743784
2025-01-16 16:00:00,-10983.947778921807
2025-01-16 17:00:00,-11765.076754432592
2025-01-16 18:00:00,-13293.773949234883
2025-01-16 19:00:00,-15054.19559987221
2025-01-16 20:00:00,-15865.972376570075
2025-01-16 21:00:00,-15054.055290708871
2025-01-16 22:00:00,-13292.591239292286
2025-01-16 23:00:00,-11757.364169033457
2025-01-17 00:00:00,-11698.173549224826
2025-01-17 01:00:00,-11528.009532331407
2025-01-17 02:00:00,-11015.842071400672
2025-01-17 03:00:00,-10219.46228136378
2025-01-17 04:00:00,-9821.766066824426
2025-01-17 05:00:00,-10382.757963977296
2025-01-17 06:00:00,-11543.870388335548
2025-01-17 07:00:00,-12797.674481099686
2025-01-17 08:00:00,-14070.498151027097
2025-01-17 09:00:00,-15181.936019564506
2025-01-17 10:00:00,-15645.063245585712
2025-01-17 11:00:00,-15185.710012441876
2025-01-17 12:00:00,-14106.453902845908
2025-01-17 13:00:00,-13005.465852745669
2025-01-17 14:00:00,-12277.861423566546
2025-01-17 15:00:00,-11996.790804589225
2025-01-17 16:00:00,-12185.087749289187
2025-01-17 17:00:00,-13051.636398434855
2025-01-17 18:00:00,-14747.502933461903
2025-01-17 19:00:00,-16700.433948841324
2025-01-17 20:00:00,-17600.98186257782
2025-01-17 21:00:00,-16700.27829629256
2025-01-17 22:00:00,-14746.190889311421
2025-01-17 23:00:00,-13043.0804100276
2025-01-18 00:00:00,-12309.019064804592
2025-01-18 01:00:00,-12129.969564532508
2025-01-18 02:00:00,-11591.058168284097
2025-01-18 03:00:00,-10753.093679456802
2025-01-18 04:00:00,-10334.630894119691
2025-01-18 05:00:00,-10924.916200471052
2025-01-18 06:00:00,-12146.658629549162
2025-01-18 07:00:00,-13465.932823629353
2025-01-18 08:00:00,-14805.219743364716
2025-01-18 09:00:00,-15974.693751901657
2025-01-18 10:00:00,-16462.004170963002
2025-01-18 11:00:00,-15978.664812006253
2025-01-18 12:00:00,-14843.053002784643
2025-01-18 13:00:00,-13684.574472629489
2025-01-18 14:00:00,-12918.976599361868
2025-01-18 15:00:00,-12623.22926812335
2025-01-18 16:00:00,-12821.358546373785
2025-01-18 17:00:00,-13733.155913546674
2025-01-18 18:00:00,-15517.575799537784
2025-01-18 19:00:00,-17572.483345523582
2025-01-18 20:00:00,-18520.055322662443
2025-01-18 21:00:00,-17572.319565239235
2025-01-18 22:00:00,-15516.195244155006
2025-01-18 23:00:00,-13724.153155639213
2025-01-19 00:00:00,-12712.953271554386
2025-01-19 01:00:00,-12528.028061976745
2025-01-19 02:00:00,-11971.431686429336
2025-01-19 03:00:00,-11105.968457101526
2025-01-19 04:00:00,-10673.773348143863
2025-01-19 05:00:00,-11283.429526026235
2025-01-19 06:00:00,-12545.26479729949
2025-01-19 07:00:00,-13907.832447362292
2025-01-19 08:00:00,-15291.069563021923
2025-01-19 09:00:00,-16498.92116716301
2025-01-19 10:00:00,-17002.2232218314
2025-01-19 11:00:00,-16503.02254203964
2025-01-19 12:00:00,-15330.144363100133
2025-01-19 13:00:00,-14133.64906624316
2025-01-19 14:00:00,-13342.927243780276
2025-01-19 15:00:00,-13037.474633590346
2025-01-19 16:00:00,-13242.105745368104
2025-01-19 17:00:00,-14183.82476139753
2025-01-19 18:00:00,-16026.802378704322
2025-01-19 19:00:00,-18149.14401063652
2025-01-19 20:00:00,-19127.811620409368
2025-01-19 21:00:00,-18148.974855719236
2025-01-19 22:00:00,-16025.376518854911
2025-01-19 23:00:00,-14174.526567935474
2025-01-20 00:00:00,-13167.336076868163
2025-01-20 01:00:00,-12975.801322387284
2025-01-20 02:00:00,-12399.311235508883
2025-01-20 03:00:00,-11502.914862509586
2025-01-20 04:00:00,-11055.27235735245
2025-01-20 05:00:00,-11686.718695118672
2025-01-20 06:00:00,-12993.654128262882
2025-01-20 07:00:00,-14404.922288587975
2025-01-20 08:00:00,-15837.598676744097
2025-01-20 09:00:00,-17088.620973687182
2025-01-20 10:00:00,-17609.91190903777
2025-01-20 11:00:00,-17092.86893875275
2025-01-20 12:00:00,-15878.070077352282
2025-01-20 13:00:00,-14638.809981638773
2025-01-20 14:00:00,-13819.82640187694
2025-01-20 15:00:00,-13503.456390282014
2025-01-20 16:00:00,-13715.401369784915
2025-01-20 17:00:00,-14690.77904239717
2025-01-20 18:00:00,-16599.627848089127
2025-01-20 19:00:00,-18797.825618555973
2025-01-20 20:00:00,-19811.472491171968
2025-01-20 21:00:00,-18797.65041775115
2025-01-20 22:00:00,-16598.15102555744
2025-01-20 23:00:00,-14681.148515515853
2025-01-21 00:00:00,-10711.248024921815
2025-01-21 01:00:00,-10555.440027870585
2025-01-21 02:00:00,-10086.481973757336
2025-01-21 03:00:00,-9357.28938508305
2025-01-21 04:00:00,-8993.145121486807
2025-01-21 05:00:00,-9506.8085002263
2025-01-21 06:00:00,-10569.962770402402
2025-01-21 07:00:00,-11717.988704172953
2025-01-21 08:00:00,-12883.429613663231
2025-01-21 09:00:00,-13901.100160616563
2025-01-21 10:00:00,-14325.15529744054
2025-01-21 11:00:00,-13904.55575764491
2025-01-21 12:00:00,-12916.351930470486
2025-01-21 13:00:00,-11908.249594881514
2025-01-21 14:00:00,-11242.030080170545
2025-01-21 15:00:00,-10984.672202915948
2025-01-21 16:00:00,-11157.083329193852
2025-01-21 17:00:00,-11950.524926516993
2025-01-21 18:00:00,-13503.318360244355
2025-01-21 19:00:00,-15291.488829187138
2025-01-21 20:00:00,-16116.061316658623
2025-01-21 21:00:00,-15291.346308386903
2025-01-21 22:00:00,-13502.11700772071
2025-01-21 23:00:00,-11942.69077073679
2025-01-22 00:00:00,-11825.862284890149
2025-01-22 01:00:00,-11653.840881620863
2025-01-22 02:00:00,-11136.08297400544
2025-01-22 03:00:00,-10331.01048266169
2025-01-22 04:00:00,-9928.973306125172
2025-01-22 05:00:00,-10496.088581920401
2025-01-22 06:00:00,-11669.87486316817
2025-01-22 07:00:00,-12937.36456751119
2025-01-22 08:00:00,-14224.081452858429
2025-01-22 09:00:00,-15347.650967041795
2025-01-22 10:00:00,-15815.833352288842
2025-01-22 11:00:00,-15351.466154074551
2025-01-22 12:00:00,-14260.42967145595
2025-01-22 13:00:00,-13147.424038310945
2025-01-22 14:00:00,-12411.877609533727
2025-01-22 15:00:00,-12127.739028552009
2025-01-22 16:00:00,-12318.09128545068
2025-01-22 17:00:00,-13194.098548023165
2025-01-22 18:00:00,-14908.475926029549
2025-01-22 19:00:00,-16882.723712881554
2025-01-22 20:00:00,-17793.101351235073
2025-01-22 21:00:00,-16882.56636134302
2025-01-22 22:00:00,-14907.149560561471
2025-01-22 23:00:00,-13185.449168682915
2025-01-23 00:00:00,-10145.548290562474
2025-01-23 01:00:00,-9997.969077154183
2025-01-23 02:00:00,-9553.778393381
2025-01-23 03:00:00,-8863.09710168631
2025-01-23 04:00:00,-8518.184613202133
2025-01-23 05:00:00,-9004.719571777425
2025-01-23 06:00:00,-10011.724821146403
2025-01-23 07:00:00,-11099.119354704706
2025-01-23 08:00:00,-12203.009116151714
2025-01-23 09:00:00,-13166.932802166215
2025-01-23 10:00:00,-13568.592054057186
2025-01-23 11:00:00,-13170.2058966219
2025-01-23 12:00:00,-12234.19268637883
2025-01-23 13:00:00,-11279.331879892987
2025-01-23 14:00:00,-10648.297826448541
2025-01-23 15:00:00,-10404.53194916066
2025-01-23 16:00:00,-10567.8374205131
2025-01-23 17:00:00,-11319.374498419733
2025-01-23 18:00:00,-12790.159296838616
2025-01-23 19:00:00,-14483.8900182453
2025-01-23 20:00:00,-15264.913851438841
2025-01-23 21:00:00,-14483.755024483802
2025-01-23 22:00:00,-12789.021392085191
2025-01-23 23:00:00,-11311.954092730413
2025-01-24 00:00:00,-12185.657726794898
2025-01-24 01:00:00,-12008.402665690324
2025-01-24 02:00:00,-11474.892254732444
2025-01-24 03:00:00,-10645.325869767212
2025-01-24 04:00:00,-10231.056930327542
2025-01-24 05:00:00,-10815.426380604948
2025-01-24 06:00:00,-12024.92447242427
2025-01-24 07:00:00,-13330.976863131946
2025-01-24 08:00:00,-14656.841411390948
2025-01-24 09:00:00,-15814.594918261497
2025-01-24 10:00:00,-16297.02149848849
2025-01-24 11:00:00,-15818.526180289153
2025-01-24 12:00:00,-14694.29550481245
2025-01-24 13:00:00,-13547.427279327641
2025-01-24 14:00:00,-12789.502249649457
2025-01-24 15:00:00,-12496.718906548604
2025-01-24 16:00:00,-12692.862527555748
2025-01-24 17:00:00,-13595.521835666743
2025-01-24 18:00:00,-15362.058214974826
2025-01-24 19:00:00,-17396.371419281204
2025-01-24 20:00:00,-18334.446803202936
2025-01-24 21:00:00,-17396.20928040751
2025-01-24 22:00:00,-15360.691495557225
2025-01-24 23:00:00,-13586.609303654242
