,peninsular
2025-01-07 06:00:00,-26062.964904587723
2025-01-07 07:00:00,-28893.718453238034
2025-01-07 08:00:00,-31767.413108764198
2025-01-07 09:00:00,-34276.7418855833
2025-01-07 10:00:00,-35322.35901676197
2025-01-07 11:00:00,-34285.262549849635
2025-01-07 12:00:00,-31848.59155812713
2025-01-07 13:00:00,-29362.855670176785
2025-01-07 14:00:00,-27720.11990962288
2025-01-07 15:00:00,-27085.537795333155
2025-01-07 16:00:00,-27510.661821874113
2025-01-07 17:00:00,-29467.096385936984
2025-01-07 18:00:00,-33295.9084306335
2025-01-07 19:00:00,-37705.10316365351
2025-01-07 20:00:00,-39738.29895337149
2025-01-07 21:00:00,-37704.75174192239
2025-01-07 22:00:00,-33292.946186646266
2025-01-07 23:00:00,-29447.779257618582
2025-01-08 00:00:00,-28976.630649334158
2025-01-08 01:00:00,-28555.13067358329
2025-01-08 02:00:00,-27286.480718652452
2025-01-08 03:00:00,-25313.830634826125
2025-01-08 04:00:00,-24328.72845021126
2025-01-08 05:00:00,-25718.317596984107
2025-01-08 06:00:00,-28594.418359330164
2025-01-08 07:00:00,-31700.118402997006
2025-01-08 08:00:00,-34852.9303535139
2025-01-08 09:00:00,-37605.98615925767
2025-01-08 10:00:00,-38753.162384298084
2025-01-08 11:00:00,-37615.334421806576
2025-01-08 12:00:00,-34941.993533829074
2025-01-08 13:00:00,-32214.82215593485
2025-01-08 14:00:00,-30412.530138772894
2025-01-08 15:00:00,-29716.31209428806
2025-01-08 16:00:00,-30182.7277271225
2025-01-08 17:00:00,-32329.187603129165
2025-01-08 18:00:00,-36529.885943709094
2025-01-08 19:00:00,-41367.338600583775
2025-01-08 20:00:00,-43598.01539543266
2025-01-08 21:00:00,-41366.95304583062
2025-01-08 22:00:00,-36526.635981774096
2025-01-08 23:00:00,-32307.994233508365
2025-01-09 00:00:00,-26223.829144336694
2025-01-09 01:00:00,-25842.371980382857
2025-01-09 02:00:00,-24694.244716565147
2025-01-09 03:00:00,-22908.997860716085
2025-01-09 04:00:00,-22017.48111773525
2025-01-09 05:00:00,-23275.058260046415
2025-01-09 06:00:00,-25877.927306706704
2025-01-09 07:00:00,-28688.5835318655
2025-01-09 08:00:00,-31541.875997615916
2025-01-09 09:00:00,-34033.389450243914
2025-01-09 10:00:00,-35071.58307903271
2025-01-09 11:00:00,-34041.84962088438
2025-01-09 12:00:00,-31622.478109431497
2025-01-09 13:00:00,-29154.390044718337
2025-01-09 14:00:00,-27523.31711225014
2025-01-09 15:00:00,-26893.24030081126
2025-01-09 16:00:00,-27315.346100954703
2025-01-09 17:00:00,-29257.89068920435
2025-01-09 18:00:00,-33059.519557079584
2025-01-09 19:00:00,-37437.41060669387
2025-01-09 20:00:00,-39456.17144373748
2025-01-09 21:00:00,-37437.061679929575
2025-01-09 22:00:00,-33056.57834395026
2025-01-09 23:00:00,-29238.71070549077
2025-01-10 00:00:00,-31740.732224447565
2025-01-10 01:00:00,-31279.025063776466
2025-01-10 02:00:00,-29889.357679968936
2025-01-10 03:00:00,-27728.53509017263
2025-01-10 04:00:00,-26649.46330180729
2025-01-10 05:00:00,-28171.60635368516
2025-01-10 06:00:00,-31322.060430037665
2025-01-10 07:00:00,-34724.01542778858
2025-01-10 08:00:00,-38177.57637096518
2025-01-10 09:00:00,-41193.248144076664
2025-01-10 10:00:00,-42449.854331797695
2025-01-10 11:00:00,-41203.48814409322
2025-01-10 12:00:00,-38275.13535191271
2025-01-10 13:00:00,-35287.81714078358
2025-01-10 14:00:00,-33313.603195784715
2025-01-10 15:00:00,-32550.972412818603
2025-01-10 16:00:00,-33061.879767308914
2025-01-10 17:00:00,-35413.091989990644
2025-01-10 18:00:00,-40014.49795735741
2025-01-10 19:00:00,-45313.39869183013
2025-01-10 20:00:00,-47756.861345629535
2025-01-10 21:00:00,-45312.9763587326
2025-01-10 22:00:00,-40010.93797922306
2025-01-10 23:00:00,-35389.87696964517
2025-01-11 00:00:00,-31088.044883935607
2025-01-11 01:00:00,-30635.83184635728
2025-01-11 02:00:00,-29274.74030958819
2025-01-11 03:00:00,-27158.350896048785
2025-01-11 04:00:00,-26101.46815142665
2025-01-11 05:00:00,-27592.311247985795
2025-01-11 06:00:00,-30677.982272770394
2025-01-11 07:00:00,-34009.98258439995
2025-01-11 08:00:00,-37392.527664068475
2025-01-11 09:00:00,-40346.187925424936
2025-01-11 10:00:00,-41576.954414649575
2025-01-11 11:00:00,-40356.21735946177
2025-01-11 12:00:00,-37488.080531503314
2025-01-11 13:00:00,-34562.19079545465
2025-01-11 14:00:00,-32628.57277748894
2025-01-11 15:00:00,-31881.6240353153
2025-01-11 16:00:00,-32382.025558998303
2025-01-11 17:00:00,-34684.889607424004
2025-01-11 18:00:00,-39191.67647771955
2025-01-11 19:00:00,-44381.61547168914
2025-01-11 20:00:00,-46774.83299787551
2025-01-11 21:00:00,-44381.20182306254
2025-01-11 22:00:00,-39188.18970371436
2025-01-11 23:00:00,-34662.15195949018
2025-01-12 00:00:00,-27532.510148416888
2025-01-12 01:00:00,-27132.016643828396
2025-01-12 02:00:00,-25926.592929055525
2025-01-12 03:00:00,-24052.25463522522
2025-01-12 04:00:00,-23116.247401556055
2025-01-12 05:00:00,-24436.5830109183
2025-01-12 06:00:00,-27169.34633269471
2025-01-12 07:00:00,-30120.266300063697
2025-01-12 08:00:00,-33115.95023841181
2025-01-12 09:00:00,-35731.80084672056
2025-01-12 10:00:00,-36821.80476885266
2025-01-12 11:00:00,-35740.683215986064
2025-01-12 12:00:00,-33200.5747396367
2025-01-12 13:00:00,-30609.31854608509
2025-01-12 14:00:00,-28896.848112464733
2025-01-12 15:00:00,-28235.32777881164
2025-01-12 16:00:00,-28678.498460034018
2025-01-12 17:00:00,-30717.984314497262
2025-01-12 18:00:00,-34709.33068917014
2025-01-12 19:00:00,-39305.69718808014
2025-01-12 20:00:00,-41425.20280746195
2025-01-12 21:00:00,-39305.33084838101
2025-01-12 22:00:00,-34706.24269695185
2025-01-12 23:00:00,-30697.847167731463
2025-01-13 00:00:00,-27227.13239496167
2025-01-13 01:00:00,-26831.080977420283
2025-01-13 02:00:00,-25639.027259934064
2025-01-13 03:00:00,-23785.478251726447
2025-01-13 04:00:00,-22859.852773469145
2025-01-13 05:00:00,-24165.543836438046
2025-01-13 06:00:00,-26867.99662279903
2025-01-13 07:00:00,-29786.186363050925
2025-01-13 08:00:00,-32748.643573206693
2025-01-13 09:00:00,-35335.480387355965
2025-01-13 10:00:00,-36413.39449467628
2025-01-13 11:00:00,-35344.264237526884
2025-01-13 12:00:00,-32832.3294589573
2025-01-13 13:00:00,-30269.81426979461
2025-01-13 14:00:00,-28576.337759033377
2025-01-13 15:00:00,-27922.154700197123
2025-01-13 16:00:00,-28360.409939046123
2025-01-13 17:00:00,-30377.274768216637
2025-01-13 18:00:00,-34324.35099161785
2025-01-13 19:00:00,-38869.73673839419
2025-01-13 20:00:00,-40965.7337905951
2025-01-13 21:00:00,-38869.37446196403
2025-01-13 22:00:00,-34321.297249968105
2025-01-13 23:00:00,-30357.36097328499
2025-01-14 00:00:00,-30054.788974499916
2025-01-14 01:00:00,-29617.60588798947
2025-01-14 02:00:00,-28301.75218714413
2025-01-14 03:00:00,-26255.70402138569
2025-01-14 04:00:00,-25233.948295704067
2025-01-14 05:00:00,-26675.241076528917
2025-01-14 06:00:00,-29658.355384323546
2025-01-14 07:00:00,-32879.61187063097
2025-01-14 08:00:00,-36149.733196874404
2025-01-14 09:00:00,-39005.2243089355
2025-01-14 10:00:00,-40195.08450273775
2025-01-14 11:00:00,-39014.92040029912
2025-01-14 12:00:00,-36242.11022725326
2025-01-14 13:00:00,-33413.46664712776
2025-01-14 14:00:00,-31544.1152065912
2025-01-14 15:00:00,-30821.99238077151
2025-01-14 16:00:00,-31305.762339704568
2025-01-14 17:00:00,-33532.08738750974
2025-01-14 18:00:00,-37889.084710611656
2025-01-14 19:00:00,-42906.528613456976
2025-01-14 20:00:00,-45220.2041111649
2025-01-14 21:00:00,-42906.128713037746
2025-01-14 22:00:00,-37885.7138245582
2025-01-14 23:00:00,-33510.10545802594
2025-01-15 00:00:00,-27378.67336631789
2025-01-15 01:00:00,-26980.41760291848
2025-01-15 02:00:00,-25781.72914418825
2025-01-15 03:00:00,-23917.863639440136
2025-01-15 04:00:00,-22987.086308169
2025-01-15 05:00:00,-24300.04459594524
2025-01-15 06:00:00,-27017.538713664555
2025-01-15 07:00:00,-29951.97053558059
2025-01-15 08:00:00,-32930.91621160621
2025-01-15 09:00:00,-35532.15086089543
2025-01-15 10:00:00,-36616.064430387974
2025-01-15 11:00:00,-35540.98360028346
2025-01-15 12:00:00,-33015.0678768679
2025-01-15 13:00:00,-30438.290222042375
2025-01-15 14:00:00,-28735.388147410267
2025-01-15 15:00:00,-28077.564031750877
2025-01-15 16:00:00,-28518.258514793277
2025-01-15 17:00:00,-30546.34882488749
2025-01-15 18:00:00,-34515.393713818165
2025-01-15 19:00:00,-39086.078201617354
2025-01-15 20:00:00,-41193.741169444016
2025-01-15 21:00:00,-39085.71390882641
2025-01-15 22:00:00,-34512.32297563095
2025-01-15 23:00:00,-30526.324193611286
2025-01-16 00:00:00,-24920.4914877056
2025-01-16 01:00:00,-24557.992938965297
2025-01-16 02:00:00,-23466.928184566103
2025-01-16 03:00:00,-21770.40900615896
2025-01-16 04:00:00,-20923.201099094058
2025-01-16 05:00:00,-22118.27601731463
2025-01-16 06:00:00,-24591.781147472873
2025-01-16 07:00:00,-27262.746327592773
2025-01-16 08:00:00,-29974.22870544466
2025-01-16 09:00:00,-32341.912671275
2025-01-16 10:00:00,-33328.507548263384
2025-01-16 11:00:00,-32349.952367128324
2025-01-16 12:00:00,-30050.824851275825
2025-01-16 13:00:00,-27705.40201965724
2025-01-16 14:00:00,-26155.394242163056
2025-01-16 15:00:00,-25556.632568967274
2025-01-16 16:00:00,-25957.75949598806
2025-01-16 17:00:00,-27803.758629429572
2025-01-16 18:00:00,-31416.444607509184
2025-01-16 19:00:00,-35576.75224357295
2025-01-16 20:00:00,-37495.179639448645
2025-01-16 21:00:00,-35576.42065864644
2025-01-16 22:00:00,-31413.649574169493
2025-01-16 23:00:00,-27785.53190066933
2025-01-17 00:00:00,-27645.64996529093
2025-01-17 01:00:00,-27243.510705864825
2025-01-17 02:00:00,-26033.13352271548
2025-01-17 03:00:00,-24151.09297833916
2025-01-17 04:00:00,-23211.23939406704
2025-01-17 05:00:00,-24537.00068122801
2025-01-17 06:00:00,-27280.993794262795
2025-01-17 07:00:00,-30244.040027741128
2025-01-17 08:00:00,-33252.03418155345
2025-01-17 09:00:00,-35878.63414969893
2025-01-17 10:00:00,-36973.117243671055
2025-01-17 11:00:00,-35887.55301943704
2025-01-17 12:00:00,-33337.006431694805
2025-01-17 13:00:00,-30735.101944557468
2025-01-17 14:00:00,-29015.59442676942
2025-01-17 15:00:00,-28351.35569624643
2025-01-17 16:00:00,-28796.34750636143
2025-01-17 17:00:00,-30844.21425507831
2025-01-17 18:00:00,-34851.96233796731
2025-01-17 19:00:00,-39467.216764682256
2025-01-17 20:00:00,-41595.43210491218
2025-01-17 21:00:00,-39466.8489195771
2025-01-17 22:00:00,-34848.861656209534
2025-01-17 23:00:00,-30823.994358389416
2025-01-18 00:00:00,-29089.227566146827
2025-01-18 01:00:00,-28666.089732693305
2025-01-18 02:00:00,-27392.5100785449
2025-01-18 03:00:00,-25412.1947033299
2025-01-18 04:00:00,-24423.264624779556
2025-01-18 05:00:00,-25818.253414300943
2025-01-18 06:00:00,-28705.530081886016
2025-01-18 07:00:00,-31823.298203918966
2025-01-18 08:00:00,-34988.36129947802
2025-01-18 09:00:00,-37752.11488438361
2025-01-18 10:00:00,-38903.74878801141
2025-01-18 11:00:00,-37761.49947225802
2025-01-18 12:00:00,-35077.77056004064
2025-01-18 13:00:00,-32340.001984270417
2025-01-18 14:00:00,-30530.706650305197
2025-01-18 15:00:00,-29831.783253145408
2025-01-18 16:00:00,-30300.011276207195
2025-01-18 17:00:00,-32454.81183084642
2025-01-18 18:00:00,-36671.83317624128
2025-01-18 19:00:00,-41528.0831274247
2025-01-18 20:00:00,-43767.42784963012
2025-01-18 21:00:00,-41527.6960744892
2025-01-18 22:00:00,-36668.57058565742
2025-01-18 23:00:00,-32433.53610837704
2025-01-19 00:00:00,-30043.823054222165
2025-01-19 01:00:00,-29606.799480223268
2025-01-19 02:00:00,-28291.425887449645
2025-01-19 03:00:00,-26246.12425167314
2025-01-19 04:00:00,-25224.7413282042
2025-01-19 05:00:00,-26665.508232712127
2025-01-19 06:00:00,-29647.534108519885
2025-01-19 07:00:00,-32867.61527325533
2025-01-19 08:00:00,-36136.54344888996
2025-01-19 09:00:00,-38990.99269411529
2025-01-19 10:00:00,-40180.41875038165
2025-01-19 11:00:00,-39000.68524772108
2025-01-19 12:00:00,-36228.88677418602
2025-01-19 13:00:00,-33401.27526518969
2025-01-19 14:00:00,-31532.60588430378
2025-01-19 15:00:00,-30810.746535341154
2025-01-19 16:00:00,-31294.33998387493
2025-01-19 17:00:00,-33519.85272509536
2025-01-19 18:00:00,-37875.26033531206
2025-01-19 19:00:00,-42890.873551876946
2025-01-19 20:00:00,-45203.70487193725
2025-01-19 21:00:00,-42890.47379736712
2025-01-19 22:00:00,-37871.89067917467
2025-01-19 23:00:00,-33497.878816033415
2025-01-20 00:00:00,-31117.640939817134
2025-01-20 01:00:00,-30664.997391977377
2025-01-20 02:00:00,-29302.610085682325
2025-01-20 03:00:00,-27184.20585327657
2025-01-20 04:00:00,-26126.31694821924
2025-01-20 05:00:00,-27618.57933877905
2025-01-20 06:00:00,-30707.187945917976
2025-01-20 07:00:00,-34042.36034726202
2025-01-20 08:00:00,-37428.1256356498
2025-01-20 09:00:00,-40384.59780410678
2025-01-20 10:00:00,-41616.535992417936
2025-01-20 11:00:00,-40394.63678624132
2025-01-20 12:00:00,-37523.76947014336
2025-01-20 13:00:00,-34595.09426474611
2025-01-20 14:00:00,-32659.635427676898
2025-01-20 15:00:00,-31911.975584602682
2025-01-20 16:00:00,-32412.853494353498
2025-01-20 17:00:00,-34717.90988692046
2025-01-20 18:00:00,-39228.98725269611
2025-01-20 19:00:00,-44423.86710817888
2025-01-20 20:00:00,-46819.3629957066
2025-01-20 21:00:00,-44423.45306575564
2025-01-20 22:00:00,-39225.49715925545
2025-01-20 23:00:00,-34695.15059257234
2025-01-21 00:00:00,-25313.30317013672
2025-01-21 01:00:00,-24945.090702596703
2025-01-21 02:00:00,-23836.82793338194
2025-01-21 03:00:00,-22113.567205632735
2025-01-21 04:00:00,-21253.005101139297
2025-01-21 05:00:00,-22466.917504547066
2025-01-21 06:00:00,-24979.411501042825
2025-01-21 07:00:00,-27692.478030834565
2025-01-21 08:00:00,-30446.700414647086
2025-01-21 09:00:00,-32851.70523037084
2025-01-21 10:00:00,-33853.85140552278
2025-01-21 11:00:00,-32859.87165271573
2025-01-21 12:00:00,-30524.503914712277
2025-01-21 13:00:00,-28142.11112650375
2025-01-21 14:00:00,-26567.67119994223
2025-01-21 15:00:00,-25959.471487358693
2025-01-21 16:00:00,-26366.921216766783
2025-01-21 17:00:00,-28242.018091949518
2025-01-21 18:00:00,-31911.64938580851
2025-01-21 19:00:00,-36137.534277551975
2025-01-21 20:00:00,-38086.201072733566
2025-01-21 21:00:00,-36137.19746598567
2025-01-21 22:00:00,-31908.810295482665
2025-01-21 23:00:00,-28223.504062595992
2025-01-22 00:00:00,-27947.409729399402
2025-01-22 01:00:00,-27540.88101093669
2025-01-22 02:00:00,-26317.29223269994
2025-01-22 03:00:00,-24414.708705560453
2025-01-22 04:00:00,-23464.596364621644
2025-01-22 05:00:00,-24804.828695645934
2025-01-22 06:00:00,-27578.77323740619
2025-01-22 07:00:00,-30574.161923804942
2025-01-22 08:00:00,-33614.98914927352
2025-01-22 09:00:00,-36270.259168142715
2025-01-22 10:00:00,-37376.68884179997
2025-01-22 11:00:00,-36279.27538976192
2025-01-22 12:00:00,-33700.88889456115
2025-01-22 13:00:00,-31070.583914570256
2025-01-22 14:00:00,-29332.307506066965
2025-01-22 15:00:00,-28660.81842972516
2025-01-22 16:00:00,-29110.66744608486
2025-01-22 17:00:00,-31180.88721554078
2025-01-22 18:00:00,-35232.38095525525
2025-01-22 19:00:00,-39898.012135233555
2025-01-22 20:00:00,-42049.45752286138
2025-01-22 21:00:00,-39897.64027499934
2025-01-22 22:00:00,-35229.246428715516
2025-01-22 23:00:00,-31160.446613197913
2025-01-23 00:00:00,-23976.41611031081
2025-01-23 01:00:00,-23627.650274441596
2025-01-23 02:00:00,-22577.918868956473
2025-01-23 03:00:00,-20945.669770631914
2025-01-23 04:00:00,-20130.557062210617
2025-01-23 05:00:00,-21280.35836273425
2025-01-23 06:00:00,-23660.15846743607
2025-01-23 07:00:00,-26229.938144787124
2025-01-23 08:00:00,-28838.700086710505
2025-01-23 09:00:00,-31116.687902900478
2025-01-23 10:00:00,-32065.907115316262
2025-01-23 11:00:00,-31124.4230269559
2025-01-23 12:00:00,-28912.394502641277
2025-01-23 13:00:00,-26655.824491040432
2025-01-23 14:00:00,-25164.536429336138
2025-01-23 15:00:00,-24588.457942500103
2025-01-23 16:00:00,-24974.388778577122
2025-01-23 17:00:00,-26750.45500843068
2025-01-23 18:00:00,-30226.27980623031
2025-01-23 19:00:00,-34228.980438293656
2025-01-23 20:00:00,-36074.7310946813
2025-01-23 21:00:00,-34228.661414963884
2025-01-23 22:00:00,-30223.590658529207
2025-01-23 23:00:00,-26732.918771904162
2025-01-24 00:00:00,-28797.694502842944
2025-01-24 01:00:00,-28378.797368751613
2025-01-24 02:00:00,-27117.981566001155
2025-01-24 03:00:00,-25157.51296761553
2025-01-24 04:00:00,-24178.493974347104
2025-01-24 05:00:00,-25559.502146674073
2025-01-24 06:00:00,-28417.842445646642
2025-01-24 07:00:00,-31504.36420717653
2025-01-24 08:00:00,-34637.7069506671
2025-01-24 09:00:00,-37373.762118796505
2025-01-24 10:00:00,-38513.85431479505
2025-01-24 11:00:00,-37383.0526540652
2025-01-24 12:00:00,-34726.22014908574
2025-01-24 13:00:00,-32015.88956759352
2025-01-24 14:00:00,-30224.727042756105
2025-01-24 15:00:00,-29532.80827569608
2025-01-24 16:00:00,-29996.343704237188
2025-01-24 17:00:00,-32129.54878663246
2025-01-24 18:00:00,-36304.307024557536
2025-01-24 19:00:00,-41111.887501062796
2025-01-24 20:00:00,-43328.78944698021
2025-01-24 21:00:00,-41111.50432718279
2025-01-24 22:00:00,-36301.07713174899
2025-01-24 23:00:00,-32108.486290056793
